"Data Source","World Development Indicators",

"Last Updated Date","2020-02-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Latvia","LVA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","13.8909997940063","","","","","14.3086004257202","14.1928997039795","14.2390003204346","14.0949001312256","14.0235004425049","14.0754003525","13.6218996048","12.9406003952","12.2314996719","12.0551996231","11.1899995804","10.4399995804","9.8000001907","9.4099998474","9.029999733","8.8","8.3","7.9","8","7.9","7.9","7.8","7.8","7.8","6.7","5.7","5.9","5.9","5.8","","","","","","",
"Macao SAR, China","MAC","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","10.1213865280151","","","","","","","","","","5.29530000686646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.5984001159668","","","","","","","","","","1.47420001029968","","","","","1.42859995365143","","","","","","1.22819995880127","","","","1.26689994335175","","","","","1.2899999619","","","","1.1123000383","","","0.9800000191","","","1.1","0.9","1.1","0.8","0.9","0.9","0.9","0.9","1.1","1.1","1.1","0.9","0.9","0.9","1.1","","","","","",
"Monaco","MCO","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.1070995330811","","","21.6786003113","","","19.5699996948","","","","","","","","","","","","","","","","16.46","13.8","","","","","","","",
"Moldova","MDA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","12.0548000335693","12.0820999145508","12.0510997772217","12.0797996520996","12.143500328064","12.2204999923706","12.4355001449585","12.6675996780396","12.7636995315552","12.727499961853","13.1478004456","13.1162004471","12.7903003693","12.4827003479","12.2215003967","12.2100000381","12.1300001144","11.6199998856","11.2299995422","8.1899995804","6","5.9","5.8","6.7","6.4","6.4","6.3","6.1","6.1","6.2","6.2","6.2","6.2","5.8","","","","","","",
"Madagascar","MDG","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","2.40618586540222","","","","","","","","","","2.79080009460449","","","","","2.43129992485046","","","","","","","","","","","","","","","0.9359999895","","","","","","","","","","","","0.4199999869","","","0.3","","","","","0.2","","","","","","","","","",
"Maldives","MDV","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7627999783","","","","","","","","","","1.7000000477","","2.26","2.3","","2.6","","","","4.3","","","","","","","","","","",
"Middle East & North Africa","MEA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.93310063548104","","","","","","","","","","1.89845894451313","","","","","","","","","","","1.87096474395638","","","","","","","","","1.89196202675602","","","","","","","","","","1.76591672392289","1.81829442473539","1.76265331533574","1.7627151693959","1.77728221439721","1.79232276343186","1.81579349795661","1.82777054669108","1.71986050085007","1.62501364348276","1.68764488706148","1.35669311177354","1.01936248976159","1.31563228854746","1.62848507118594","","","","","",
"Mexico","MEX","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","0.699999988079071","","","","","","","","","","1","1.1000000238","1.2000000477","1.2000000477","1.2000000477","1.2000000477","1.2000000477","1.1000000238","1.1000000238","1.1000000238","1.1000000238","1.1000000238","1.1000000238","1","1","","1.6","1.7","1.6","1.6","1.7","1.5","1.5","1.6","","1.5","","","","",
"Marshall Islands","MHL","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2727000713","","","","","","","","","2.1","","","","","","","","","","2.7","2.7","","","","","","","","","",
"Middle income","MIC","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","1.39542257993692","","","","","1.55710673429204","","","","","2.10090554970995","2.07846911426421","","","","2.78641321894984","","3.13412778729942","","","3.14265511647823","2.66882048600426","","","","","","","","","","","2.07071248141882","2.19869309988689","","2.25060534734536","","","","","","2.40067312058978","","","","","","","","",
"North Macedonia","MKD","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","5.4503002166748","5.44339990615845","5.49429988861084","5.4028000831604","5.46439981460571","5.4443998336792","5.31090021133423","5.26980018615723","5.17379999160767","5.24370002746582","5.19850015640259","5.18160009384155","5.36460018157959","5.3383002281189","5.40290021896362","5.51189994812012","5.49949979782104","5.43359994888306","5.47429990768433","5.49900007247925","5.9477000237","5.7873001099","5.6964001656","5.6005997658","5.5500001907","5.4099998474","5.1999998093","5.1599998474","5.1500000954","5.0999999046","5.1","4.9","4.8","4.8","4.8","4.7","4.6","4.6","4.5","4.5","4.6","4.5","4.4","4.4","","","","","","",
"Mali","MLI","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.668505728244781","","","","","","","","","","0.679099977016449","","","","","0.714299976825714","","","","","","","","","","","","","","","","","","","","","","","0.2399999946","","","","","","","0.3","","","0.6","","0.1","","","","","","","","","",
"Malta","MLT","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","9.2583589553833","","","","","","","","","","","","","","","","","","","","","","","","9.46389961242676","","","9.33530044555664","9.25730037689209","9.44110012054443","","","","5.8432002068","5.6210999489","5.4299998283","5.7800002098","5.6399998665","5.6100001335","5.5700001717","5.5","7.6","7.5","7.4","7.5","7.4","7.6","7.8","7.4","4.9","4.5","4.4","4.7","4.8","4.7","","","","","",
"Myanmar","MMR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.663009285926819","","","","","","","","","","0.85809999704361","","","","","","","","","","0.857100009918213","0.857599973678589","","","","","","","","","0.635800004","","","","","","","","","","0.7","","0.63","","","","0.6","","","","","","0.9","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.84397601817328","","","","","","","","","","1.90695292166014","","","","","","","","","","1.74731054736123","1.75200058385951","","","","","","","","","1.7499535727127","","","","","","","","","","1.64367507187058","1.62365238439819","1.64686674846834","1.64657108001312","1.676196436388","1.67347394434828","1.71212481992556","1.67212202670376","1.6216907116887","1.51344452000189","1.58843149646859","1.23330757247811","0.827081150184223","1.16300785053231","1.51669671692738","","","","","",
"Montenegro","MNE","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2","4.3","4.2","4.2","4.2","4.2","4.1","4","3.9","3.9","4","4","4","","","","","","","",
"Mongolia","MNG","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","8.681960105896","","","","","","","","","","9.49520015716553","","","","","","","","","","11.1971998214722","11.0289001464844","","","","","","","","","","11.4864997864","","","","","","","","","","","7.5","","6","","6.4","6.11","","5.9","5.8","6.75","7","","","","","","","",
"Northern Mariana Islands","MNP","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.808872818946838","","","","","","","","","","1.17519998550415","","","","","","","","","","1.0896999835968","","","","","","","","","","0.8671000004","","","","","","","","","","","","","","","","0.8","0.8","","","","0.7","","","","","","","","",
"Mauritania","MRT","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.20484359562397","","","","","","","","","","0.34400001168251","","","","","0.344300001859665","","","","","","","","","0.767599999904633","","","","","","0.6654000282","","","","","","","","","","","","","","","","0.4","","","","","","","","","","","","","",
"Mauritius","MUS","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.71666669845581","","","","","","","","","","3.95160007476807","","","","","3.29970002174377","","","","","3.12220001220703","","","","","3.34649991989136","","","","","","2.8866000175","3.1350998878","3.0947999954","3.0745999813","","","","","","","","","","","3","","","3.3","","","3.4","","","","","","","","",
"Malawi","MWI","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.11873054504395","","","","","","","","","","1.53849995136261","","","","","","","","","","","","","","","","","","","0.841899991035461","1.5506999493","","","","","","","","1.3400000334","","","","","","","","","1.1","","","","1.3","","","","","","","","",
"Malaysia","MYS","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","3.72813272476196","","","","","","","","","","3.46970009803772","","","","","3.34669995307922","","","","","","2.27830004692078","","","","2.5576000213623","","2.47790002822876","","2.33949995040894","2.1305999756","2.0938999653","2.0606999397","2.0295000076","2.0215001106","2.0299999714","2.0099999905","","","","","1.8","","","","1.8","1.9","1.76","","1.8","1.8","1.79","1.9","","","1.9","","","","",
"North America","NAC","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","8.92944373833657","","","","","8.80000019073486","","","","","7.81522254812914","7.5","7.40000009536743","7.19999980926514","7.09999990463257","6.80000019073486","6.62913195203116","6.44862563236745","6.26803619627514","6.16796637585235","6.0779077076013","5.9976064256276","5.98803330382625","5.89788027491548","5.80774393530127","5.62736569897019","5.52744604873413","5.33777554044616","5.23825912935674","5.12937017991763","5.00984032705189","4.89977094594088","4.68962946264769","4.58945236880738","4.3000001907","4.18922128272975","3.969789278783","3.85930520827451","3.74927170568068","3.62947364328064","3.49019149357835","3.51963411717895","3.42949368971279","3.3295047413868","","3.21967520037323","3.12952506461937","3.1","3.12956691572142","3.10987921654293","2.97028678600958","2.88014604890388","2.88008297578657","2.9","","","","","","",
"Namibia","NAM","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","","","2.7","","","","","","","","","","",
"New Caledonia","NCL","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.409490883350372","","","","","","","","","","0.494700014591217","","","","","0.495299994945526","","","","","","","","","","","","0.543900012969971","","","","","","","0.194600001","0.1199999973","0.1199999973","0.1800000072","0.1199999973","","","","","","","0.3","","","","","","","","","","0.3","","","","",
"Nigeria","NGA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.418167114257813","","","","","","","","","","0.559800028800964","","","","","0.555800020694733","","","","","0.866199970245361","","","","","","","","6.37029981613159","","1.668200016","","","","","","","","","","1.2","","","","0.5","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","2.15823602676392","","","","","","","","","","2.28029990196228","","","","","2.41190004348755","","","","","","","","","","2.40599989891052","","","","1.82690000534058","1.8213000298","","","1.7999999523","","","1.4800000191","","","","","","","0.8999999762","0.9","0.9","1","0.9","0.9","","0.8","1.1","0.9","0.9","0.9","","","","","",
"Netherlands","NLD","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8000001907","5.6999998093","5.6999998093","5.5999999046","5.4000000954","5.3000001907","5.1999998093","5.1999998093","5.0999999046","5","4.8","4.7","4.6","4.5","4.5","4.5","4.8","4.7","4.3","4.7","","","","","","","","","","",
"Norway","NOR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90000009536743","5.69999980926514","5.30000019073486","4.80000019073486","4.5999999046","4.4000000954","4.3000001907","4.1999998093","4.0999999046","4","4","4","4","3.9000000954","3.8","3.8","5","5","5.2","5.2","5","4.9","3.5","3.3","4.3","4.2","4","3.9","","","","","","",
"Nepal","NPL","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.115763798356056","","","","","","","","","","0.135299995541573","","","","","0.137700006365776","","","","","0.175600007176399","","","","","0.18019999563694","","0.226999998092651","0.239800006151199","0.244299992918968","0.243599996","0.2372000068","0.2425999939","0.2387000024","0.2322999984","0.1700000018","0.1599999964","0.1700000018","","0.200000003","","0.2","0.15","","","","5","","","","","","0.3","","","","","","","",
"Nauru","NRU","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","","","3.5","","","5","","","","","","","","","",
"New Zealand","NZL","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","11.6999998092651","","","","","","","","","","10.8000001907349","","","","","","","","","","10.1999998092651","","","","","9.5","","","","","8.5","7.4000000954","7.0999999046","6.5","6.6999998093","6.1999998093","6.0999999046","6.0999999046","6.1999998093","","","","6.2","","","","","","","","","2.3","","2.8","","","","","","",
"OECD members","OED","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","8.74421316247403","","","","","","","","","","8.89479056237298","","","","","","","","","","7.73506537700406","","","","","7.98721030733145","","","","","5.71666442264024","5.79253788189961","5.52254218266156","6.55690238441742","6.54655246275687","6.3283313970569","6.17163125473854","6.08880868918016","5.97393592744171","5.84965238868236","5.73103691916676","5.5090008768332","5.53957589085332","5.55010063987353","6.23700533379275","5.68676716134334","5.34412226761791","4.14562060180535","5.44205593278078","5.24128227619347","3.87638581078794","3.77541260427486","5.05288595799018","3.81428042462959","","","","","","",
"Oman","OMN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.33512544631958","","","","","","","","","","","","","","","","","","","","1.62030005455017","1.60759997367859","","","","","","","","2.50720000267029","2.1087999344","","","","","","","","2.2000000477","","2.2","2.1","2","2","2.2","2.1","2.1","2","2","1.8","1.8","1.8","1.7","1.7","1.6","","","","","",
"Other small states","OSS","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.55726158618927","","","","","","","","","","0.520799994468689","","","","","0.526300013065338","","","","","0.573099970817566","0.5692999958992","","","","","0.599500000476837","","","0.604300022125244","0.6399999857","0.6521999836","0.6446999907","0.6514999866","","","","","","","0.7","0.7","0.7","0.7","0.7","0.7","1.3","1","0.6","0.6","0.6","0.6","0.6","0.6","0.6","","","","","",
"Panama","PAN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","3.775310754776","","","","","","","","","","2.97410011291504","","","","","3.38170003890991","","","","","","","","","","3.35330009460449","","","","","2.5","","","2.7000000477","","","2.2100000381","","","","","","2.5","","2.4","2.2","2.3","2.3","2.3","2.3","2.4","2.2","2.3","2.3","","","","","","",
"Peru","PER","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","2.41143894195557","","","","","","","","","","2.17280006408691","","","","","2.5","","","","","","","","","","1.68449997901917","","","","","1.4132000208","","1.5","1.2999999523","1.3571000099","","1.4700000286","","","","","","","1.3999999762","0.9","","","1.2","1.5","1.6","1.5","1.5","1.5","1.5","1.6","","","","","",
"Philippines","PHL","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.838957667350769","","","","","","","","","","1.18980002403259","","","","","1.70949995517731","1.70940005779266","","","","1.708899974823","","1.71350002288818","1.7146999835968","1.71529996395111","1.75569999217987","1.71420001983643","","","","1.3918999434","1.2745000124","1.3701000214","1.0710999966","","","","","","","","1","0.5","","","","0.5","0.5","0.5","0.5","0.5","1","","","","","","","","",
"Palau","PLW","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","","","","","","","","5.9","5","","4.9","4.8","","","","","","","","","",
"Papua New Guinea","PNG","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","6.6023998260498","","","","","4.94320011138916","","","","","5.54440021514893","","","","4.99830007553101","4.73540019989014","","","","3.32990002632141","4.0241999626","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.59999990463257","","","","","","","","","","5.19999980926514","","","","","","","","","","5.59999990463257","","","","","5.69999980926514","","","","","5.6999998093","5.6999998093","5.5999999046","5.5999999046","5.5999999046","5.5","5.5","5.4000000954","5.3000001907","5.0999999046","4.9000000954","","5.5999999046","6.7","6.7","6.5","6.5","6.4","6.6","6.7","6.5","6.5","6.5","6.5","","","","","","",
"Pre-demographic dividend","PRE","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.42186305618065","","","","","","","","","","1.36862799407771","","","","","","","","","","","","","","","","","","","","1.3293418500642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3199999332","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.2","","","","","","","","14.3","","13.2","","","","","","","",
"Portugal","PRT","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4.09999990463257","4.0999999046","4.0999999046","4","3.9000000954","3.9000000954","3.9000000954","4","3.9000000954","3.9000000954","3.7999999523","3.7","3.6","3.6","3.6","3.6","3.6","3.5","3.4","3.4","3.3","3.4","3.4","3.4","3.4","","","","","","",
"Paraguay","PRY","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","2.38925075531006","","","","","","","","","","1.62940001487732","","","","","1.68299996852875","","","","","","","","","","","","","","1.32009994983673","0.9322000146","","","1.2999999523","0.6008999944","","1.3400000334","","","","","","1.2000000477","","","1.2","1.3","1.3","1.3","1.3","1.3","1.3","","","","","","","","",
"West Bank and Gaza","PSE","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2000000477","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.77979323983331","","","","","","","","","","4.89033191816798","","","","","","","","","","3.6119249075781","3.70403023387242","","","","","","","","","","","","","","","","","","","","","","","","2.0768964148197","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","9.28815367493373","","","","","","","","","","9.44261067538001","","","","","","","","","","8.97107634083878","","","","","8.6832564919323","","","","","7.02426655336634","7.03887744622963","6.73902562791878","7.75985421395686","7.74035877560276","7.48876194889414","7.28097816309209","7.08773072856596","6.92193142718446","6.77960014452753","6.67323820666154","6.37813694632942","6.45612529729711","6.3804992055193","","6.12027975091707","6.13014050662918","4.84894631536405","6.22895689723749","6.07266932365005","4.62261818303384","4.47781792355622","5.88950547196374","4.60721290884284","","","","","","",
"French Polynesia","PYF","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","5.5314998626709","","","","","","","","","","","2.93959999084473","","","","","","","","2.30029988288879","","","","","","","","1.6499999762","","","2.4","2.4","2.4","2.4","2.4","2.4","2.5","2.5","1.4","1.4","1.2","1.2","1.2","1.4","1.2","","","","","",
"Romania","ROU","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","7.27327060699463","","","","","","","","","","","","","","","","","","","","8.77620029449463","8.7750997543335","8.81070041656494","","8.89579963684082","8.94040012359619","8.94659996032715","8.95020008087158","8.94219970703125","8.93710041046143","8.9198999405","8.9221000671","7.8621001244","7.8699002266","7.6944999695","7.6399998665","7.5599999428","7.3800001144","7.3099999428","7.3099999428","7.7","7.7","7.7","6.7","6.7","6.8","6.7","6.5","6.6","6.6","6.3","6.1","6.2","6.3","","","","","","",
"Russian Federation","RUS","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","12.9815998077393","13.0462999343872","13.117600440979","13.1752004623413","13.1862001419067","13.0552997589","12.7019996643","12.2342996597","12.1958999634","11.9611997604","11.8699998856","11.6300001144","11.3400001526","11.1099996567","10.8500003815","10.9","10.8","10.7","10.5","9.9","9.7","9.7","9.5","9.2","9","8.8","8.6","8.4","8.2","","","","","","",
"Rwanda","RWA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","1.25399994850159","","","","","1.24259996414185","","","","","1.52799999713898","1.47809994220734","","","","","","","","0.867900013923645","1.6519999504","","","","","","","","","","","","","","1.7","","1.6","1.6","","","","","","","","","","","","",
"South Asia","SAS","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.506308440118216","","","","","","","","","","0.585141625004685","","","","","0.626657087295665","","","","","0.729453377081621","0.731848958039213","","","","0.70908290144915","","0.702410169780223","","","","0.719413740221952","","","","","","","","","","","0.677651240192472","0.867379033029519","","0.813256917497725","","","","","","0.674261834507074","","","","","","","","",
"Saudi Arabia","SAU","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.774723947048187","","","","","","","","","","1.1813999414444","","","","","","","","","","","1.45819997787476","","","","","","","","","2.4964001179","","","","","","","2.2999999523","","","2.3","3.2","2.2","2.2","2.2","2.3","2.3","2.2","2.2","2.2","2.2","2.1","2.1","2.2","2.7","","","","","",
"Sudan","SDN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.00650095939636","","","","","","","","","","1.04260003566742","","","","","0.9932000041008","","","","","0.890699982643127","0.870199978351593","","","","","","","","","1.0880000591","","","","","","","","","","0.8","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.8","0.8","0.8","","","","","","",
"Senegal","SEN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.31314718723297","","","","","","","","","","1.29849994182587","","","","","1.29009997844696","","","","","","","","","","","","","","0.523999989032745","0.7296000123","","","","0.2475000024","","0.4499999881","","0.400000006","","","","","","","","","0.1","0.3","","","","","","","","","","","",
"Singapore","SGP","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.39246654510498","","","","","","","","","","3.69829988479614","","","","","3.33330011367798","","","","","3.95650005340576","3.90799999237061","","","","","","","","","3.6078000069","3.5471999645","3.4514000416","3.6426999569","3.5652000904","","","","","","","2.9000000954","","2.8","","3.2","3.2","3.22","3.1","","","2","","2.1","","2.4","","","","",
"Solomon Islands","SLB","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","7.33050870895386","","","","","","","","","","7.34159994125366","","","","","","","","","","","5.68289995193481","","","","","","","","","0.8281000257","","2.7481000423","","","","","","","","","","","2.2","","1.4","","","","","","","1.4","","","","","","","",
"Sierra Leone","SLE","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.772869229316711","","","","","","","","","","0.925499975681305","","","","","0.906899988651276","","","","","1.21449995040894","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","","","","","","","","","","","",
"El Salvador","SLV","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","2.18347549438477","","","","","","","","","","1.90240001678467","","","","","1.98500001430511","","","","","","","","","","","","","","","1.4710999727","","","1.5","","","1.6499999762","","","","","","","","","0.9","0.9","0.7","0.8","1.1","1","1","1.1","1.1","1.3","","","","","",
"San Marino","SMR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","6.67199993133545","","","","6.82000017166138","6.76800012588501","6.69999980926514","6.65899991989136","7.65700006484985","7.44500017166138","7.1599998474","","","","","","","","","","","","","","","","","","","","","3.85","3.8","","","","","","","",
"Somalia","SOM","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.35531914234161","","","","","","","","","","1.35570001602173","","","","","1.42200005054474","","","","","","","","","","","","","0.906300008296967","","0.7534999847","","","","","","","0.400000006","","","0.4","0.4","0.4","0.4","0.4","","","","","","","","","0.9","0.9","","","","","",
"Serbia","SRB","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","5.7","5.5","5.5","5.4","5.6","5.6","5.7","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.39811416941745","","","","","","","","","","1.35750280368669","","","","","1.27773206312948","","","","","","","","","","","","","","","1.21257542231363","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.39928903153603","","","","","","","","","","1.3586140938133","","","","","1.27867634059838","","","","","","","","","","","","","","","1.21257542231363","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.57515411748174","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","40.3154563903809","","","","","","","","","","26.7122993469238","","","","","","","","","","","","","","","","","","","","","4.7372999191","","","","","","","","","","","","3.2","","","3.2","","","","","2.9","","","","","","","","",
"Suriname","SUR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","6.51034498214722","","","","","","","","","","5.6774001121521","","","","","","","","","","8.92679977416992","","","","","","","","","","5.6999998093","","","","","3.1","3.7400000095","","","","3.9","3.5999999046","","","3.1","","3.3","3.1","","2.6","3.1","","","","","","","","","",
"Slovak Republic","SVK","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","8.95471","8.94222","8.95051","8.81316","8.81631","7.4482002258","7.5778999329","7.5609002113","7.8740000725","7.0992999077","","8.3000001907","8.1000003815","8","8","7.8","7.7","7.6","7.2","6.9","6.8","6.7","6.8","6.6","6.5","6.4","6.1","5.9","5.8","","5.8","","","","",
"Slovenia","SVN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","6.95260000228882","","6.67950010299683","","6.50099992752075","6.32609987258911","6.26789999008179","6.2153000831604","6.13800001144409","6.06339979171753","6.0408000946","6.011300087","5.9369997978","5.8007001877","5.7768998146","5.75","5.6599998474","5.6700000763","5.6199998856","5.5500001907","5.4","5.2","5.1","5","4.8","4.8","4.8","4.7","4.7","4.6","4.6","4.6","4.5","4.6","","","","","","",
